v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_v2,tokens,tokens_nostop,tokens_stemmed,tokens_lemmatized
ham,I've told him that i've returned it. That should i re order it.,,,,ive told him that ive returned it that should i re order it,"['ive', 'told', 'him', 'that', 'ive', 'returned', 'it', 'that', 'should', 'i', 're', 'order', 'it']","['ive', 'told', 'ive', 'returned', 'order']","['ive', 'told', 'ive', 'return', 'order']","['ive', 'told', 'ive', 'return', 'order']"
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",,,,housemaid is the murderer coz the man was murdered on ltgt th january as public holiday all govtinstituitions are closedincluding post office,"['housemaid', 'is', 'the', 'murderer', 'coz', 'the', 'man', 'was', 'murdered', 'on', 'ltgt', 'th', 'january', 'as', 'public', 'holiday', 'all', 'govtinstituitions', 'are', 'closedincluding', 'post', 'office']","['housemaid', 'murderer', 'coz', 'man', 'murdered', 'ltgt', 'th', 'january', 'public', 'holiday', 'govtinstituitions', 'closedincluding', 'post', 'office']","['housemaid', 'murder', 'coz', 'man', 'murder', 'ltgt', 'th', 'januari', 'public', 'holiday', 'govtinstituit', 'closedinclud', 'post', 'offic']","['housemaid', 'murder', 'coz', 'man', 'murder', 'ltgt', 'th', 'januari', 'public', 'holiday', 'govtinstituit', 'closedinclud', 'post', 'offic']"
ham,Depends on where u going lor.,,,,depends on where u going lor,"['depends', 'on', 'where', 'u', 'going', 'lor']","['depends', 'u', 'going', 'lor']","['depend', 'u', 'go', 'lor']","['depend', 'u', 'go', 'lor']"
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,,,,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you grins,"['and', 'smile', 'for', 'me', 'right', 'now', 'as', 'you', 'go', 'and', 'the', 'world', 'will', 'wonder', 'what', 'you', 'are', 'smiling', 'about', 'and', 'think', 'your', 'crazy', 'and', 'keep', 'away', 'from', 'you', 'grins']","['smile', 'right', 'go', 'world', 'wonder', 'smiling', 'think', 'crazy', 'keep', 'away', 'grins']","['smile', 'right', 'go', 'world', 'wonder', 'smile', 'think', 'crazi', 'keep', 'away', 'grin']","['smile', 'right', 'go', 'world', 'wonder', 'smile', 'think', 'crazi', 'keep', 'away', 'grin']"
spam,FreeMsg>FAV XMAS TONES!Reply REAL,,,,freemsgfav xmas tonesreply real,"['freemsgfav', 'xmas', 'tonesreply', 'real']","['freemsgfav', 'xmas', 'tonesreply', 'real']","['freemsgfav', 'xma', 'tonesrepli', 'real']","['freemsgfav', 'xma', 'tonesrepli', 'real']"
ham,Lil fever:) now fine:),,,,lil fever now fine,"['lil', 'fever', 'now', 'fine']","['lil', 'fever', 'fine']","['lil', 'fever', 'fine']","['lil', 'fever', 'fine']"
ham,I think it's all still in my car,,,,i think its all still in my car,"['i', 'think', 'its', 'all', 'still', 'in', 'my', 'car']","['think', 'still', 'car']","['think', 'still', 'car']","['think', 'still', 'car']"
ham,Can a not?,,,,can a not,"['can', 'a', 'not']",[],[],[]
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,,,,december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on,"['december', 'only', 'had', 'your', 'mobile', 'mths', 'you', 'are', 'entitled', 'to', 'update', 'to', 'the', 'latest', 'colour', 'camera', 'mobile', 'for', 'free', 'call', 'the', 'mobile', 'update', 'co', 'free', 'on']","['december', 'mobile', 'mths', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'free', 'call', 'mobile', 'update', 'co', 'free']","['decemb', 'mobil', 'mth', 'entitl', 'updat', 'latest', 'colour', 'camera', 'mobil', 'free', 'call', 'mobil', 'updat', 'co', 'free']","['decemb', 'mobil', 'mth', 'entitl', 'updat', 'latest', 'colour', 'camera', 'mobil', 'free', 'call', 'mobil', 'updat', 'co', 'free']"
ham,Yes princess! I want to catch you with my big strong hands...,,,,yes princess i want to catch you with my big strong hands,"['yes', 'princess', 'i', 'want', 'to', 'catch', 'you', 'with', 'my', 'big', 'strong', 'hands']","['yes', 'princess', 'want', 'catch', 'big', 'strong', 'hands']","['ye', 'princess', 'want', 'catch', 'big', 'strong', 'hand']","['ye', 'princess', 'want', 'catch', 'big', 'strong', 'hand']"
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,,,,oh yeah i forgot u can only take out shopping at once,"['oh', 'yeah', 'i', 'forgot', 'u', 'can', 'only', 'take', 'out', 'shopping', 'at', 'once']","['oh', 'yeah', 'forgot', 'u', 'take', 'shopping']","['oh', 'yeah', 'forgot', 'u', 'take', 'shop']","['oh', 'yeah', 'forgot', 'u', 'take', 'shop']"
ham,Mm so you asked me not to call radio,,,,mm so you asked me not to call radio,"['mm', 'so', 'you', 'asked', 'me', 'not', 'to', 'call', 'radio']","['mm', 'asked', 'call', 'radio']","['mm', 'ask', 'call', 'radio']","['mm', 'ask', 'call', 'radio']"
ham,Thinkin about someone is all good. No drugs for that,,,,thinkin about someone is all good no drugs for that,"['thinkin', 'about', 'someone', 'is', 'all', 'good', 'no', 'drugs', 'for', 'that']","['thinkin', 'someone', 'good', 'drugs']","['thinkin', 'someon', 'good', 'drug']","['thinkin', 'someon', 'good', 'drug']"
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,"['say', 'this', 'slowly', 'godi', 'love', 'you', 'amp', 'i', 'need', 'youclean', 'my', 'heart', 'with', 'your', 'bloodsend', 'this', 'to', 'ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorrow', 'do', 'itplspls', 'do', 'it']","['say', 'slowly', 'godi', 'love', 'amp', 'need', 'youclean', 'heart', 'bloodsend', 'ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorrow', 'itplspls']","['say', 'slowli', 'godi', 'love', 'amp', 'need', 'youclean', 'heart', 'bloodsend', 'ten', 'special', 'peopl', 'amp', 'u', 'c', 'miracl', 'tomorrow', 'itplspl']","['say', 'slowli', 'godi', 'love', 'amp', 'need', 'youclean', 'heart', 'bloodsend', 'ten', 'special', 'peopl', 'amp', 'u', 'c', 'miracl', 'tomorrow', 'itplspl']"
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",,,,enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly,"['enjoy', 'the', 'showers', 'of', 'possessiveness', 'poured', 'on', 'u', 'by', 'ur', 'loved', 'ones', 'bcoz', 'in', 'this', 'world', 'of', 'lies', 'it', 'is', 'a', 'golden', 'gift', 'to', 'be', 'loved', 'truly']","['enjoy', 'showers', 'possessiveness', 'poured', 'u', 'ur', 'loved', 'ones', 'bcoz', 'world', 'lies', 'golden', 'gift', 'loved', 'truly']","['enjoy', 'shower', 'possess', 'pour', 'u', 'ur', 'love', 'one', 'bcoz', 'world', 'lie', 'golden', 'gift', 'love', 'truli']","['enjoy', 'shower', 'possess', 'pour', 'u', 'ur', 'love', 'one', 'bcoz', 'world', 'lie', 'golden', 'gift', 'love', 'truli']"
ham,"Alright if you're sure, let me know when you're leaving",,,,alright if youre sure let me know when youre leaving,"['alright', 'if', 'youre', 'sure', 'let', 'me', 'know', 'when', 'youre', 'leaving']","['alright', 'youre', 'sure', 'let', 'know', 'youre', 'leaving']","['alright', 'your', 'sure', 'let', 'know', 'your', 'leav']","['alright', 'your', 'sure', 'let', 'know', 'your', 'leav']"
ham,Some are lasting as much as 2 hours. You might get lucky.,,,,some are lasting as much as hours you might get lucky,"['some', 'are', 'lasting', 'as', 'much', 'as', 'hours', 'you', 'might', 'get', 'lucky']","['lasting', 'much', 'hours', 'might', 'get', 'lucky']","['last', 'much', 'hour', 'might', 'get', 'lucki']","['last', 'much', 'hour', 'might', 'get', 'lucki']"
ham,Genius what's up. How your brother. Pls send his number to my skype.,,,,genius whats up how your brother pls send his number to my skype,"['genius', 'whats', 'up', 'how', 'your', 'brother', 'pls', 'send', 'his', 'number', 'to', 'my', 'skype']","['genius', 'whats', 'brother', 'pls', 'send', 'number', 'skype']","['geniu', 'what', 'brother', 'pl', 'send', 'number', 'skype']","['geniu', 'what', 'brother', 'pl', 'send', 'number', 'skype']"
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",,,,gr poly tones all mobs direct u rply with poly title to eg poly breathe titles crazyin sleepingwith finest ymca getzedcouk poboxowwq p,"['gr', 'poly', 'tones', 'all', 'mobs', 'direct', 'u', 'rply', 'with', 'poly', 'title', 'to', 'eg', 'poly', 'breathe', 'titles', 'crazyin', 'sleepingwith', 'finest', 'ymca', 'getzedcouk', 'poboxowwq', 'p']","['gr', 'poly', 'tones', 'mobs', 'direct', 'u', 'rply', 'poly', 'title', 'eg', 'poly', 'breathe', 'titles', 'crazyin', 'sleepingwith', 'finest', 'ymca', 'getzedcouk', 'poboxowwq', 'p']","['gr', 'poli', 'tone', 'mob', 'direct', 'u', 'rpli', 'poli', 'titl', 'eg', 'poli', 'breath', 'titl', 'crazyin', 'sleepingwith', 'finest', 'ymca', 'getzedcouk', 'poboxowwq', 'p']","['gr', 'poli', 'tone', 'mob', 'direct', 'u', 'rpli', 'poli', 'titl', 'eg', 'poli', 'breath', 'titl', 'crazyin', 'sleepingwith', 'finest', 'ymca', 'getzedcouk', 'poboxowwq', 'p']"
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,,,,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin dinner den i might b able to join,"['thk', 'some', 'of', 'em', 'find', 'wtc', 'too', 'far', 'weiyi', 'not', 'goin', 'e', 'rest', 'i', 'dunno', 'yet', 'r', 'ur', 'goin', 'dinner', 'den', 'i', 'might', 'b', 'able', 'to', 'join']","['thk', 'em', 'find', 'wtc', 'far', 'weiyi', 'goin', 'e', 'rest', 'dunno', 'yet', 'r', 'ur', 'goin', 'dinner', 'den', 'might', 'b', 'able', 'join']","['thk', 'em', 'find', 'wtc', 'far', 'weiyi', 'goin', 'e', 'rest', 'dunno', 'yet', 'r', 'ur', 'goin', 'dinner', 'den', 'might', 'b', 'abl', 'join']","['thk', 'em', 'find', 'wtc', 'far', 'weiyi', 'goin', 'e', 'rest', 'dunno', 'yet', 'r', 'ur', 'goin', 'dinner', 'den', 'might', 'b', 'abl', 'join']"
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,,,,dont forget who owns you and whos private property you are and be my good boy always passionate kiss,"['dont', 'forget', 'who', 'owns', 'you', 'and', 'whos', 'private', 'property', 'you', 'are', 'and', 'be', 'my', 'good', 'boy', 'always', 'passionate', 'kiss']","['dont', 'forget', 'owns', 'whos', 'private', 'property', 'good', 'boy', 'always', 'passionate', 'kiss']","['dont', 'forget', 'own', 'who', 'privat', 'properti', 'good', 'boy', 'alway', 'passion', 'kiss']","['dont', 'forget', 'own', 'who', 'privat', 'properti', 'good', 'boy', 'alway', 'passion', 'kiss']"
spam,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,,,,interflora åòits not too late to order interflora flowers for christmas call to place your order before midnight tomorrow,"['interflora', 'åòits', 'not', 'too', 'late', 'to', 'order', 'interflora', 'flowers', 'for', 'christmas', 'call', 'to', 'place', 'your', 'order', 'before', 'midnight', 'tomorrow']","['interflora', 'åòits', 'late', 'order', 'interflora', 'flowers', 'christmas', 'call', 'place', 'order', 'midnight', 'tomorrow']","['interflora', 'åòit', 'late', 'order', 'interflora', 'flower', 'christma', 'call', 'place', 'order', 'midnight', 'tomorrow']","['interflora', 'åòit', 'late', 'order', 'interflora', 'flower', 'christma', 'call', 'place', 'order', 'midnight', 'tomorrow']"
ham,Oh god..taken the teeth?is it paining,,,,oh godtaken the teethis it paining,"['oh', 'godtaken', 'the', 'teethis', 'it', 'paining']","['oh', 'godtaken', 'teethis', 'paining']","['oh', 'godtaken', 'teethi', 'pain']","['oh', 'godtaken', 'teethi', 'pain']"
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,,,,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,"['romcapspam', 'everyone', 'around', 'should', 'be', 'responding', 'well', 'to', 'your', 'presence', 'since', 'you', 'are', 'so', 'warm', 'and', 'outgoing', 'you', 'are', 'bringing', 'in', 'a', 'real', 'breath', 'of', 'sunshine']","['romcapspam', 'everyone', 'around', 'responding', 'well', 'presence', 'since', 'warm', 'outgoing', 'bringing', 'real', 'breath', 'sunshine']","['romcapspam', 'everyon', 'around', 'respond', 'well', 'presenc', 'sinc', 'warm', 'outgo', 'bring', 'real', 'breath', 'sunshin']","['romcapspam', 'everyon', 'around', 'respond', 'well', 'presenc', 'sinc', 'warm', 'outgo', 'bring', 'real', 'breath', 'sunshin']"
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,,,,then u ask darren go n pick u lor but i oso sian tmr haf meet lect,"['then', 'u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', 'but', 'i', 'oso', 'sian', 'tmr', 'haf', 'meet', 'lect']","['u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', 'oso', 'sian', 'tmr', 'haf', 'meet', 'lect']","['u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', 'oso', 'sian', 'tmr', 'haf', 'meet', 'lect']","['u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', 'oso', 'sian', 'tmr', 'haf', 'meet', 'lect']"
ham,No need to buy lunch for me.. I eat maggi mee..,,,,no need to buy lunch for me i eat maggi mee,"['no', 'need', 'to', 'buy', 'lunch', 'for', 'me', 'i', 'eat', 'maggi', 'mee']","['need', 'buy', 'lunch', 'eat', 'maggi', 'mee']","['need', 'buy', 'lunch', 'eat', 'maggi', 'mee']","['need', 'buy', 'lunch', 'eat', 'maggi', 'mee']"
spam,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",,,,congratulations thanks to a good friend u have won the å xmas prize claim is easy just call now only p per minute btnationalrate,"['congratulations', 'thanks', 'to', 'a', 'good', 'friend', 'u', 'have', 'won', 'the', 'å', 'xmas', 'prize', 'claim', 'is', 'easy', 'just', 'call', 'now', 'only', 'p', 'per', 'minute', 'btnationalrate']","['congratulations', 'thanks', 'good', 'friend', 'u', 'å', 'xmas', 'prize', 'claim', 'easy', 'call', 'p', 'per', 'minute', 'btnationalrate']","['congratul', 'thank', 'good', 'friend', 'u', 'å', 'xma', 'prize', 'claim', 'easi', 'call', 'p', 'per', 'minut', 'btnationalr']","['congratul', 'thank', 'good', 'friend', 'u', 'å', 'xma', 'prize', 'claim', 'easi', 'call', 'p', 'per', 'minut', 'btnationalr']"
ham,Ok lor...,,,,ok lor,"['ok', 'lor']","['ok', 'lor']","['ok', 'lor']","['ok', 'lor']"
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",,,,oh right ok ill make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it,"['oh', 'right', 'ok', 'ill', 'make', 'sure', 'that', 'i', 'do', 'loads', 'of', 'work', 'during', 'the', 'day', 'got', 'a', 'really', 'nasty', 'cough', 'today', 'and', 'is', 'dry', 'n', 'shot', 'so', 'that', 'should', 'really', 'help', 'it']","['oh', 'right', 'ok', 'ill', 'make', 'sure', 'loads', 'work', 'day', 'got', 'really', 'nasty', 'cough', 'today', 'dry', 'n', 'shot', 'really', 'help']","['oh', 'right', 'ok', 'ill', 'make', 'sure', 'load', 'work', 'day', 'got', 'realli', 'nasti', 'cough', 'today', 'dri', 'n', 'shot', 'realli', 'help']","['oh', 'right', 'ok', 'ill', 'make', 'sure', 'load', 'work', 'day', 'got', 'realli', 'nasti', 'cough', 'today', 'dri', 'n', 'shot', 'realli', 'help']"
ham,Wife.how she knew the time of murder exactly,,,,wifehow she knew the time of murder exactly,"['wifehow', 'she', 'knew', 'the', 'time', 'of', 'murder', 'exactly']","['wifehow', 'knew', 'time', 'murder', 'exactly']","['wifehow', 'knew', 'time', 'murder', 'exactli']","['wifehow', 'knew', 'time', 'murder', 'exactli']"
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,,,,send a logo ur lover names joined by a heart txt love name name mobno eg love adam eve to yahoo poboxwwq txtno no ads p,"['send', 'a', 'logo', 'ur', 'lover', 'names', 'joined', 'by', 'a', 'heart', 'txt', 'love', 'name', 'name', 'mobno', 'eg', 'love', 'adam', 'eve', 'to', 'yahoo', 'poboxwwq', 'txtno', 'no', 'ads', 'p']","['send', 'logo', 'ur', 'lover', 'names', 'joined', 'heart', 'txt', 'love', 'name', 'name', 'mobno', 'eg', 'love', 'adam', 'eve', 'yahoo', 'poboxwwq', 'txtno', 'ads', 'p']","['send', 'logo', 'ur', 'lover', 'name', 'join', 'heart', 'txt', 'love', 'name', 'name', 'mobno', 'eg', 'love', 'adam', 'eve', 'yahoo', 'poboxwwq', 'txtno', 'ad', 'p']","['send', 'logo', 'ur', 'lover', 'name', 'join', 'heart', 'txt', 'love', 'name', 'name', 'mobno', 'eg', 'love', 'adam', 'eve', 'yahoo', 'poboxwwq', 'txtno', 'ad', 'p']"
ham,Howz that persons story,,,,howz that persons story,"['howz', 'that', 'persons', 'story']","['howz', 'persons', 'story']","['howz', 'person', 'stori']","['howz', 'person', 'stori']"
ham,Thanx 4 sending me home...,,,,thanx sending me home,"['thanx', 'sending', 'me', 'home']","['thanx', 'sending', 'home']","['thanx', 'send', 'home']","['thanx', 'send', 'home']"
ham,Its normally hot mail. Com you see!,,,,its normally hot mail com you see,"['its', 'normally', 'hot', 'mail', 'com', 'you', 'see']","['normally', 'hot', 'mail', 'com', 'see']","['normal', 'hot', 'mail', 'com', 'see']","['normal', 'hot', 'mail', 'com', 'see']"
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,,youve won tkts to the euro cup final or å cash to collect call b pobox ppm,"['youve', 'won', 'tkts', 'to', 'the', 'euro', 'cup', 'final', 'or', 'å', 'cash', 'to', 'collect', 'call', 'b', 'pobox', 'ppm']","['youve', 'tkts', 'euro', 'cup', 'final', 'å', 'cash', 'collect', 'call', 'b', 'pobox', 'ppm']","['youv', 'tkt', 'euro', 'cup', 'final', 'å', 'cash', 'collect', 'call', 'b', 'pobox', 'ppm']","['youv', 'tkt', 'euro', 'cup', 'final', 'å', 'cash', 'collect', 'call', 'b', 'pobox', 'ppm']"
ham,U sick still can go shopping?,,,,u sick still can go shopping,"['u', 'sick', 'still', 'can', 'go', 'shopping']","['u', 'sick', 'still', 'go', 'shopping']","['u', 'sick', 'still', 'go', 'shop']","['u', 'sick', 'still', 'go', 'shop']"
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",,,,ya they are well and fine bbdpooja full pimpleseven she become quite blackand ur rite here its too cold wearing sweatter,"['ya', 'they', 'are', 'well', 'and', 'fine', 'bbdpooja', 'full', 'pimpleseven', 'she', 'become', 'quite', 'blackand', 'ur', 'rite', 'here', 'its', 'too', 'cold', 'wearing', 'sweatter']","['ya', 'well', 'fine', 'bbdpooja', 'full', 'pimpleseven', 'become', 'quite', 'blackand', 'ur', 'rite', 'cold', 'wearing', 'sweatter']","['ya', 'well', 'fine', 'bbdpooja', 'full', 'pimpleseven', 'becom', 'quit', 'blackand', 'ur', 'rite', 'cold', 'wear', 'sweatter']","['ya', 'well', 'fine', 'bbdpooja', 'full', 'pimpleseven', 'becom', 'quit', 'blackand', 'ur', 'rite', 'cold', 'wear', 'sweatter']"
ham,Nice.nice.how is it working?,,,,nicenicehow is it working,"['nicenicehow', 'is', 'it', 'working']","['nicenicehow', 'working']","['nicenicehow', 'work']","['nicenicehow', 'work']"
ham,1's reach home call me.,,,,s reach home call me,"['s', 'reach', 'home', 'call', 'me']","['reach', 'home', 'call']","['reach', 'home', 'call']","['reach', 'home', 'call']"
ham,Were trying to find a Chinese food place around here,,,,were trying to find a chinese food place around here,"['were', 'trying', 'to', 'find', 'a', 'chinese', 'food', 'place', 'around', 'here']","['trying', 'find', 'chinese', 'food', 'place', 'around']","['tri', 'find', 'chines', 'food', 'place', 'around']","['tri', 'find', 'chine', 'food', 'place', 'around']"
ham,"Easy mate, * guess the quick drink was bit ambitious.",,,,easy mate guess the quick drink was bit ambitious,"['easy', 'mate', 'guess', 'the', 'quick', 'drink', 'was', 'bit', 'ambitious']","['easy', 'mate', 'guess', 'quick', 'drink', 'bit', 'ambitious']","['easi', 'mate', 'guess', 'quick', 'drink', 'bit', 'ambiti']","['easi', 'mate', 'guess', 'quick', 'drink', 'bit', 'ambiti']"
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,,,,babe i miiiiiiissssssssss you i need you i crave you geeee im so sad without you babe i love you,"['babe', 'i', 'miiiiiiissssssssss', 'you', 'i', 'need', 'you', 'i', 'crave', 'you', 'geeee', 'im', 'so', 'sad', 'without', 'you', 'babe', 'i', 'love', 'you']","['babe', 'miiiiiiissssssssss', 'need', 'crave', 'geeee', 'im', 'sad', 'without', 'babe', 'love']","['babe', 'miiiiiiissssssssss', 'need', 'crave', 'geeee', 'im', 'sad', 'without', 'babe', 'love']","['babe', 'miiiiiiissssssssss', 'need', 'crave', 'geeee', 'im', 'sad', 'without', 'babe', 'love']"
ham,Ok thanx...,,,,ok thanx,"['ok', 'thanx']","['ok', 'thanx']","['ok', 'thanx']","['ok', 'thanx']"
ham,aathi..where are you dear..,,,,aathiwhere are you dear,"['aathiwhere', 'are', 'you', 'dear']","['aathiwhere', 'dear']","['aathiwher', 'dear']","['aathiwher', 'dear']"
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",,,,tunji hows the queen how are you doing this is just wishing you a great day abiola,"['tunji', 'hows', 'the', 'queen', 'how', 'are', 'you', 'doing', 'this', 'is', 'just', 'wishing', 'you', 'a', 'great', 'day', 'abiola']","['tunji', 'hows', 'queen', 'wishing', 'great', 'day', 'abiola']","['tunji', 'how', 'queen', 'wish', 'great', 'day', 'abiola']","['tunji', 'how', 'queen', 'wish', 'great', 'day', 'abiola']"
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,,,,today iz yellow rose day if u love my frndship give me misscall amp send this to ur frndz amp see how many miss calls u get if u get missed u marry ur lover,"['today', 'iz', 'yellow', 'rose', 'day', 'if', 'u', 'love', 'my', 'frndship', 'give', 'me', 'misscall', 'amp', 'send', 'this', 'to', 'ur', 'frndz', 'amp', 'see', 'how', 'many', 'miss', 'calls', 'u', 'get', 'if', 'u', 'get', 'missed', 'u', 'marry', 'ur', 'lover']","['today', 'iz', 'yellow', 'rose', 'day', 'u', 'love', 'frndship', 'give', 'misscall', 'amp', 'send', 'ur', 'frndz', 'amp', 'see', 'many', 'miss', 'calls', 'u', 'get', 'u', 'get', 'missed', 'u', 'marry', 'ur', 'lover']","['today', 'iz', 'yellow', 'rose', 'day', 'u', 'love', 'frndship', 'give', 'misscal', 'amp', 'send', 'ur', 'frndz', 'amp', 'see', 'mani', 'miss', 'call', 'u', 'get', 'u', 'get', 'miss', 'u', 'marri', 'ur', 'lover']","['today', 'iz', 'yellow', 'rose', 'day', 'u', 'love', 'frndship', 'give', 'misscal', 'amp', 'send', 'ur', 'frndz', 'amp', 'see', 'mani', 'miss', 'call', 'u', 'get', 'u', 'get', 'miss', 'u', 'marri', 'ur', 'lover']"
ham,Will be out of class in a few hours. Sorry,,,,will be out of class in a few hours sorry,"['will', 'be', 'out', 'of', 'class', 'in', 'a', 'few', 'hours', 'sorry']","['class', 'hours', 'sorry']","['class', 'hour', 'sorri']","['class', 'hour', 'sorri']"
ham,Wat time u finish ur lect today?,,,,wat time u finish ur lect today,"['wat', 'time', 'u', 'finish', 'ur', 'lect', 'today']","['wat', 'time', 'u', 'finish', 'ur', 'lect', 'today']","['wat', 'time', 'u', 'finish', 'ur', 'lect', 'today']","['wat', 'time', 'u', 'finish', 'ur', 'lect', 'today']"
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",,,,freemessage jamsterget the crazy frog sound now for poly text mad for real text mad to crazy sounds for just gbpweek only tcs apply,"['freemessage', 'jamsterget', 'the', 'crazy', 'frog', 'sound', 'now', 'for', 'poly', 'text', 'mad', 'for', 'real', 'text', 'mad', 'to', 'crazy', 'sounds', 'for', 'just', 'gbpweek', 'only', 'tcs', 'apply']","['freemessage', 'jamsterget', 'crazy', 'frog', 'sound', 'poly', 'text', 'mad', 'real', 'text', 'mad', 'crazy', 'sounds', 'gbpweek', 'tcs', 'apply']","['freemessag', 'jamsterget', 'crazi', 'frog', 'sound', 'poli', 'text', 'mad', 'real', 'text', 'mad', 'crazi', 'sound', 'gbpweek', 'tc', 'appli']","['freemessag', 'jamsterget', 'crazi', 'frog', 'sound', 'poli', 'text', 'mad', 'real', 'text', 'mad', 'crazi', 'sound', 'gbpweek', 'tc', 'appli']"
